Breakfast at Tiffany's,"Comedy, Drama, Romance","A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way."
PAW Patrol: The Movie,"Animation, Action, Adventure",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.
Charlie Wilson's War,"Biography, Comedy, Drama","A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects."
Annie,"Comedy, Drama, Family","A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage."
The Sea Beast,"Animation, Adventure, Comedy","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot."
"tick, tick...BOOM!","Biography, Comedy, Drama","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City."
August: Osage County,"Comedy, Drama","A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them."
Top Secret!,"Comedy, Crime, Music",An American rock and roll singer (Val Kilmer) becomes involved in a Resistance plot to rescue a scientist (Michael Gough) imprisoned in East Germany.
Bridget Jones's Diary,"Comedy, Drama, Romance",Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
Fire Island,"Comedy, Romance","A group of queer best friends gather in Fire Island Pines for their annual week of love and laughter, but a sudden change of events might make this their last summer in gay paradise."
Singles,"Comedy, Drama, Music",A group of twenty-something friends search for love and success in grunge-era Seattle.
Best in Show,Comedy,A behind-the-scenes look into the highly competitive and cut-throat world of dog shows through the eyes of a group of ruthless dog owners.
Tiptoes,"Comedy, Drama, Romance",The story of a peculiar love triangle involving two brothers.
What Happens in Vegas,"Comedy, Romance","A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money."
Mixed by Erry,"Comedy, History","The rise and fall of the pirate mixtape empire of three brothers from Naples and their ""Mixed by Erry""-trademarked cassettes that brought pop music to 1980s Italian youth."
I Care a Lot,"Comedy, Crime, Drama",A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.
Chicken Run,"Animation, Adventure, Comedy","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners."
The House Bunny,Comedy,"After Playboy bunny Shelley is kicked out of the Playboy Mansion, she finds a job as the house mother for a sorority full of socially awkward girls."
Homeward Bound: The Incredible Journey,"Adventure, Comedy, Drama","A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners."
Naked,"Comedy, Drama",An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
Grease 2,"Comedy, Music, Musical",A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.
Zack and Miri Make a Porno,"Comedy, Romance","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
Stepmom,"Comedy, Drama","A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother."
Tra(sgre)dire,"Comedy, Drama","While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira."
Paint,"Comedy, Drama","Carl Nargle, Vermont's #1 public television painter, is convinced he has it all: a signature perm, custom van, and fans hanging on his every stroke - until a younger, better artist steals everything (and everyone) Carl loves."
You've Got Mail,"Comedy, Drama, Romance","Book superstore magnate Joe Fox and independent book shop owner Kathleen Kelly fall in love in the anonymity of the Internet, both blissfully unaware that he's trying to put her out of business."
This Is Spinal Tap,"Comedy, Music","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
Trolls Band Together,"Animation, Adventure, Comedy","Poppy discovers that Branch was once part of a boy band, BroZone, with his brothers: Floyd, John Dory, Spruce, and Clay. But when Floyd is kidnapped, Branch and Poppy embark on a journey to reunite the other brothers and rescue Floyd."
The Wedding Date,"Comedy, Romance","Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing."
Bad Boys 4,"Action, Adventure, Comedy",Plot unknown. Fourth installment of the 'Bad Boys' film series.
The Upside,"Comedy, Drama",A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.
Coming to America,"Comedy, Romance","An extremely pampered African prince travels to Queens, New York and goes undercover to find a wife that he can respect for her intelligence and strong will."
The Great Outdoors,Comedy,A Chicago man and his family go camping with his obnoxious brother-in-law.
Over the Hedge,"Animation, Adventure, Comedy","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself."
A Series of Unfortunate Events,"Adventure, Comedy, Family","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune."
The Sting,"Comedy, Crime, Drama",Two grifters team up to pull off the ultimate con.
Scary Movie 3,Comedy,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion."
The Holiday,"Comedy, Romance","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love."
Take Me Home Tonight,"Comedy, Drama, Romance","Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush."
The Sweetest Thing,"Comedy, Romance","Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip."
